ID	NPS	Energy1	Energy2
434	6688	0.25	0.72365
435	6720	0.25	0.25347
436	6726	0.25	0.189
437	6744	0.25	0.426
438	6821	0.25	0.31835
439	6823	0.25	0.51021
440	6830	0.25	0.3053
441	6852	0.25	0.21308
442	6869	0.25	0.44941
443	6873	0.25	0.19761
444	6879	0.25	0.089853
445	6882	0.25	0.29409
446	6890	0.17772	0.72968
447	6892	0.25	0.50041
448	6896	0.25	0.23223
449	6947	0.25	0.081474
450	6983	0.25	0.48188
451	7008	0.25	0.30738
452	7024	0.25	0.3262
453	7053	0.25	0.025144
454	7058	0.25	0.18146
455	7111	0.25	0.40829
456	7126	0.25	0.35061
457	7129	0.25	0.27903
458	7134	0.25	0.02267
459	7145	0.25	0.24535
460	7154	0.25	0.67192
461	7157	0.25	0.26234
462	7163	0.25	0.28678
463	7193	0.25	0.33834
464	7200	0.25	0.27786
465	7203	0.25	0.59643
466	7210	0.25	0.41865
467	7217	0.18061	0.32449
468	7219	0.25	0.38031
469	7239	0.25	0.4865
470	7240	0.25	0.30899
471	7259	0.25	0.67009
472	7273	0.25	0.14355
473	7283	0.25	0.20052
474	7284	0.25	0.4246
475	7300	0.25	0.26465
476	7327	0.25	0.061677
477	7330	0.25	0.28221
478	7405	0.25	0.57832
479	7406	0.25	0.47701
480	7418	0.25	0.3211
481	7430	0.25	0.38809
482	7445	0.25	0.58773
483	7453	0.25	0.20507
484	7467	0.25	0.026032
485	7542	0.25	0.41587
486	7559	0.25	0.2663
487	7566	0.25	0.2592
488	7591	0.25	0.23925
489	7597	0.25	0.19507
490	7609	0.25	0.18413
491	7655	0.25	0.37287
492	7669	0.25	0.20825
493	7671	0.25	0.4458
494	7699	0.25	0.20333
495	7710	0.25	0.38794
496	7716	0.25	0.31846
497	7735	0.25	0.074054
498	7750	0.25	0.17748
499	7752	0.25	0.22992
500	7757	0.25	0.41584
501	7759	0.25	0.28041
502	7768	0.25	0.68366
503	7769	0.17532	0.27038
504	7797	0.25	0.39036
505	7818	0.25	0.68219
506	7825	0.25	0.56619
507	7875	0.25	0.07741
508	7884	0.25	0.03596
509	7889	0.25	0.19132
510	7909	0.25	0.32332
511	7985	0.25	0.62625
512	7989	0.25	0.36775
513	8015	0.25	0.45404
514	8030	0.25	0.33021
515	8031	0.25	0.40996
516	8061	0.25	0.24737
517	8074	0.25	0.245
518	8085	0.25	0.36663
519	8099	0.25	0.15561
520	8109	0.25	0.45915
521	8121	0.25	0.12679
522	8128	0.25	0.66319
523	8154	0.25	0.087828
524	8162	0.25	0.12114
525	8175	0.25	0.52268
526	8179	0.25	0.14783
