ID	NPS	Energy1	Energy2
229	6192	0.031	0.040447
230	6198	0.031	0.042637
231	6219	0.031	0.042334
232	6243	0.031	0.029016
233	6268	0.031	0.02771
234	6281	0.031	0.03771
235	6283	0.031	0.037105
236	6297	0.031	0.025912
237	6298	0.031	0.040347
238	6315	0.031	0.043173
239	6328	0.031	0.018104
240	6354	0.031	0.043281
241	6363	0.031	0.034211
242	6368	0.031	0.042221
243	6388	0.031	0.037005
244	6417	0.031	0.041291
245	6419	0.031	0.043965
246	6422	0.031	0.037481
247	6475	0.031	0.0339
248	6480	0.031	0.044343
249	6570	0.028581	0.033882
250	6622	0.031	0.015506
251	6679	0.031	0.026177
252	6703	0.031	0.032912
253	6744	0.031	0.029979
254	6821	0.031	0.043266
255	6830	0.031	0.041512
256	6877	0.031	0.033865
257	6882	0.031	0.034355
258	6961	0.027729	0.036967
259	7008	0.031	0.044814
260	7024	0.031	0.04411
261	7031	0.031	0.044042
262	7053	0.031	0.029616
263	7111	0.031	0.016608
264	7129	0.031	0.026498
265	7210	0.031	0.043653
266	7239	0.031	0.043619
267	7259	0.031	0.032569
268	7284	0.031	0.040019
269	7300	0.031	0.03381
270	7327	0.031	0.04362
271	7386	0.031	0.044561
272	7398	0.031	0.017414
273	7405	0.031	0.043153
274	7430	0.031	0.038339
275	7445	0.031	0.036347
276	7453	0.031	0.035596
277	7460	0.031	0.025054
278	7529	0.031	0.033205
279	7603	0.031	0.040154
280	7671	0.031	0.037014
281	7710	0.031	0.035105
282	7735	0.031	0.035169
283	7737	0.031	0.031843
284	7753	0.031	0.044682
285	7759	0.031	0.024564
286	7797	0.031	0.035855
287	7825	0.031	0.031847
288	7884	0.031	0.035429
289	8015	0.031	0.043434
290	8030	0.031	0.044274
291	8031	0.031	0.037765
292	8044	0.031	0.026728
293	8061	0.031	0.036643
294	8138	0.031	0.040473
295	8162	0.031	0.043058
296	8206	0.031	0.024984
297	8249	0.031	0.034439
298	8256	0.031	0.037251
299	8260	0.031	0.042021
300	8270	0.031	0.019535
301	8305	0.031	0.034328
302	8324	0.031	0.010321
303	8330	0.031	0.044937
304	8405	0.031	0.037677
305	8408	0.031	0.043946
306	8435	0.031	0.036203
307	8466	0.031	0.043863
308	8467	0.031	0.045
309	8476	0.031	0.044099
310	8514	0.031	0.04122
311	8588	0.031	0.044909
312	8590	0.029274	0.032316
313	8593	0.031	0.043847
314	8665	0.031	0.025367
315	8671	0.028136	0.041906
316	8746	0.031	0.044783
317	8750	0.031	0.042943
318	8790	0.031	0.045
319	8835	0.031	0.021102
320	8840	0.031	0.040864
321	8847	0.031	0.036694
322	8854	0.031	0.037772
323	8904	0.031	0.045
324	8990	0.031	0.029752
325	8993	0.031	0.028456
326	9008	0.028287	0.027779
327	9009	0.031	0.044674
328	9010	0.031	0.027078
329	9017	0.031	0.030979
330	9024	0.031	0.037539
331	9026	0.031	0.027851
332	9032	0.031	0.038799
333	9075	0.031	0.044318
334	9128	0.031	0.020548
335	9144	0.031	0.027675
336	9183	0.031	0.035864
337	9186	0.031	0.037147
338	9191	0.031	0.043388
339	9243	0.031	0.033314
340	9263	0.031	0.03051
341	9294	0.031	0.022044
342	9299	0.031	0.025481
343	9307	0.031	0.044017
344	9334	0.031	0.042001
345	9336	0.031	0.026846
346	9344	0.031	0.016963
347	9349	0.031	0.033476
348	9358	0.031	0.032332
349	9362	0.031	0.03124
350	9387	0.031	0.029528
351	9396	0.031	0.03386
352	9439	0.031	0.03871
353	9448	0.031	0.011192
354	9458	0.031	0.024672
355	9517	0.031	0.035205
356	9598	0.031	0.034594
357	9627	0.031	0.041494
358	9657	0.031	0.041276
359	9661	0.031	0.044679
360	9664	0.031	0.043182
361	9707	0.031	0.02012
362	9821	0.031	0.042564
363	9850	0.031	0.042728
364	9903	0.031	0.043695
365	9962	0.031	0.033515
366	9974	0.030606	0.039388
367	9995	0.031	0.034386
368	10003	0.030668	0.044609
369	10008	0.031	0.041877
370	10016	0.031	0.042868
371	10043	0.031	0.031788
372	10047	0.031	0.032548
373	10054	0.031	0.034521
374	10064	0.031	0.041704
375	10073	0.031	0.037031
376	10079	0.031	0.026701
377	10130	0.031	0.041853
378	10157	0.031	0.044092
379	10183	0.031	0.036792
380	10187	0.031	0.044584
381	10193	0.031	0.034208
382	10213	0.031	0.040084
383	10257	0.031	0.031403
384	10264	0.031	0.037285
385	10327	0.031	0.042572
386	10334	0.031	0.040355
387	10359	0.031	0.036144
388	10377	0.031	0.022588
389	10405	0.031	0.012898
390	10481	0.031	0.012705
391	10526	0.031	0.034347
392	10544	0.031	0.032745
393	10603	0.031	0.040637
394	10643	0.031	0.026081
395	10657	0.031	0.039622
396	10683	0.031	0.040491
397	10734	0.031	0.042558
398	10751	0.031	0.041565
399	10843	0.031	0.041979
400	10881	0.031	0.031334
401	10908	0.031	0.033902
402	10910	0.031	0.03953
403	10914	0.031	0.019457
404	11008	0.031	0.030683
405	11018	0.031	0.041232
406	11085	0.031	0.022175
407	11124	0.031	0.035198
408	11183	0.031	0.036595
409	11198	0.031	0.034896
410	11227	0.031	0.037268
411	11245	0.031	0.044407
412	11262	0.031	0.033784
413	11278	0.031	0.028372
414	11292	0.031	0.031641
415	11297	0.031	0.04405
416	11298	0.031	0.036027
417	11346	0.031	0.042439
418	11348	0.031	0.04125
419	11378	0.031	0.043726
420	11403	0.031	0.03532
421	11405	0.031	0.042159
422	11423	0.031	0.043333
423	11465	0.031	0.042255
424	11478	0.031	0.039301
425	11506	0.030082	0.043616
426	11538	0.031	0.041481
427	11564	0.031	0.044899
428	11572	0.031	0.027702
429	11585	0.031	0.035965
430	11616	0.031	0.021174
431	11622	0.031	0.037438
432	11644	0.031	0.036379
433	11651	0.031	0.043467
434	11655	0.031	0.023683
435	11698	0.031	0.042038
436	11702	0.031	0.034076
437	11720	0.031	0.034834
438	11779	0.031	0.041114
439	11792	0.031	0.034215
440	11827	0.031	0.044945
441	11846	0.031	0.037708
442	11865	0.031	0.043851
443	11916	0.031	0.011236
444	11969	0.031	0.03273
445	11978	0.031	0.044953
446	11983	0.031	0.039525
447	12002	0.031	0.042272
448	12005	0.031	0.039733
449	12024	0.030354	0.044611
450	12043	0.031	0.03411
451	12049	0.031	0.014526
452	12112	0.031	0.025071
453	12122	0.031	0.042575
454	12129	0.031	0.035084
455	12160	0.031	0.041544
456	12203	0.031	0.033441
457	12209	0.031	0.025532
458	12247	0.031	0.044921
459	12258	0.031	0.044434
460	12306	0.031	0.031852
461	12323	0.031	0.039208
462	12345	0.031	0.022567
463	12346	0.031	0.042275
464	12359	0.031	0.039281
465	12399	0.031	0.044697
466	12402	0.031	0.028063
467	12448	0.031	0.028107
468	12471	0.031	0.042738
469	12480	0.031	0.021312
470	12482	0.031	0.041699
471	12490	0.031	0.034092
472	12531	0.031	0.030554
473	12641	0.031	0.040681
474	12648	0.031	0.042338
475	12682	0.031	0.040963
476	12738	0.031	0.024466
477	12754	0.030586	0.03105
478	12761	0.031	0.038622
479	12795	0.031	0.042088
480	12803	0.031	0.032684
481	12860	0.031	0.027639
482	12876	0.031	0.02852
483	12899	0.031	0.042949
484	12908	0.031	0.038706
485	12913	0.030141	0.030842
486	12918	0.031	0.040355
487	12991	0.031	0.040548
488	13046	0.031	0.041649
489	13100	0.031	0.031326
490	13115	0.031	0.028108
491	13154	0.031	0.042216
492	13165	0.031	0.025449
493	13200	0.031	0.040684
494	13236	0.031	0.029824
495	13242	0.031	0.043071
496	13252	0.031	0.039639
497	13259	0.031	0.043875
498	13384	0.031	0.044425
499	13406	0.031	0.043673
500	13435	0.031	0.038464
501	13458	0.031	0.040195
502	13466	0.031	0.044424
503	13491	0.031	0.04032
504	13563	0.031	0.014759
505	13580	0.031	0.037451
506	13588	0.031	0.044593
507	13599	0.031	0.040077
508	13603	0.031	0.019494
509	13664	0.031	0.041607
510	13676	0.031	0.040954
511	13723	0.02972	0.042141
512	13754	0.031	0.032831
513	13798	0.029235	0.043709
514	13807	0.031	0.026338
515	13812	0.031	0.034837
516	13852	0.031	0.030456
517	13856	0.031	0.044007
518	13869	0.031	0.041683
519	13877	0.031	0.0173
520	13894	0.031	0.026222
521	13898	0.031	0.032112
522	13908	0.031	0.033781
523	13915	0.031	0.042765
524	13929	0.031	0.040773
525	13942	0.031	0.022945
526	13952	0.031	0.036575
527	13956	0.031	0.043021
528	13982	0.031	0.037314
529	14000	0.031	0.042766
530	14009	0.030885	0.039623
531	14011	0.031	0.036821
532	14015	0.031	0.038633
533	14027	0.031	0.03465
534	14043	0.031	0.030612
535	14057	0.031	0.042383
536	14078	0.031	0.036969
537	14089	0.031	0.043823
538	14132	0.028049	0.016653
539	14141	0.031	0.025099
540	14146	0.031	0.045
541	14167	0.031	0.024122
542	14214	0.031	0.039097
543	14295	0.031	0.042021
544	14309	0.031	0.039558
545	14310	0.031	0.024183
546	14332	0.031	0.04406
547	14400	0.031	0.0433
548	14434	0.031	0.043317
549	14440	0.031	0.032469
550	14507	0.031	0.0409
551	14580	0.031	0.019843
552	14613	0.031	0.044511
553	14658	0.031	0.042772
554	14666	0.031	0.029605
555	14673	0.031	0.043622
556	14688	0.031	0.039147
557	14719	0.031	0.02231
558	14736	0.031	0.039465
559	14744	0.031	0.032385
560	14746	0.031	0.044907
561	14834	0.031	0.043624
562	14857	0.031	0.01709
563	14871	0.031	0.026191
564	14898	0.031	0.044882
565	14903	0.031	0.038832
566	14926	0.031	0.031987
